,dataset_name,group_id,network_id,predictor,outcome,decoder_fname,r2,r
115,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,hidden_all,io_evidence,io_evidence_hidden_all_fed97_00009_decoder.pkl,0.9474729819288027,0.9733869919710441
116,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,hidden_all,io_lr_tplus1,io_lr_tplus1_hidden_all_fed97_00009_decoder.pkl,0.4524715000188163,0.6763787122747801
117,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,output,io_confidence,io_confidence_output_fed97_00009_decoder.pkl,-0.005424897336596679,-0.009193980895605108
118,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,output,io_evidence,io_evidence_output_fed97_00009_decoder.pkl,0.9166902605695783,0.9574668312541409
119,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,output,io_lr_tplus1,io_lr_tplus1_output_fed97_00009_decoder.pkl,-0.0017900692058727685,-0.009338930844433616
120,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,hidden_state,io_confidence,io_confidence_hidden_state_fed97_00010_decoder.pkl,0.29031760997421385,0.5399633140991449
121,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,hidden_state,io_evidence,io_evidence_hidden_state_fed97_00010_decoder.pkl,0.9470443002313264,0.9732002092777068
122,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,hidden_state,io_lr_tplus1,io_lr_tplus1_hidden_state_fed97_00010_decoder.pkl,0.13814651847281578,0.3740211190614225
123,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,hidden_gates_tplus1,io_confidence,io_confidence_hidden_gates_tplus1_fed97_00010_decoder.pkl,0.4456876754223985,0.6682895990355131
124,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,hidden_gates_tplus1,io_evidence,io_evidence_hidden_gates_tplus1_fed97_00010_decoder.pkl,0.946829196100129,0.9730974706511227
125,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,hidden_gates_tplus1,io_lr_tplus1,io_lr_tplus1_hidden_gates_tplus1_fed97_00010_decoder.pkl,0.3951836124168395,0.6298523935836404
126,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,hidden_all,io_confidence,io_confidence_hidden_all_fed97_00010_decoder.pkl,0.5779400005446145,0.7605109839657337
127,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,hidden_all,io_evidence,io_evidence_hidden_all_fed97_00010_decoder.pkl,0.9498762848205156,0.974663978673802
128,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,hidden_all,io_lr_tplus1,io_lr_tplus1_hidden_all_fed97_00010_decoder.pkl,0.5303607947318751,0.728698855426335
129,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,output,io_confidence,io_confidence_output_fed97_00010_decoder.pkl,-0.004862306830620833,0.029236533307981868
130,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,output,io_evidence,io_evidence_output_fed97_00010_decoder.pkl,0.9153037959978081,0.9567789135699055
131,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00010,output,io_lr_tplus1,io_lr_tplus1_output_fed97_00010_decoder.pkl,-0.0014148610042523657,0.024277447764844647
132,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00011,hidden_state,io_confidence,io_confidence_hidden_state_fed97_00011_decoder.pkl,0.37116830205834617,0.6097248218668403
133,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00011,hidden_state,io_evidence,io_evidence_hidden_state_fed97_00011_decoder.pkl,0.9438058861272275,0.9715127451364155
