,group_id,predictor,outcome,r2_mean,r2_mean_ci_lower,r2_mean_ci_upper,r2_max,r2_median,r2_median_network_id,r2_median_ci_lower,r2_median_ci_upper,r_mean,r_mean_ci_lower,r_mean_ci_upper,r_max,r_median,r_median_ci_lower,r_median_ci_upper
36,gru11_mi_2020-12-11,output,io_confidence_0,0.37399160862415365,0.3689938538251488,0.3789893634231585,0.3907980912735408,0.374580822683591,b2b0f_00013,0.3679917996542942,0.3820832565333163,0.6155506892249305,0.6114695310620992,0.6196318473877618,0.6292394160011285,0.6160408277888212,0.6107087115986657,0.6223787953169154
37,gru11_mi_2020-12-11,output,io_confidence_1,0.3836919744981441,0.37898262685550055,0.3884013221407876,0.4042143573225628,0.38364574754984637,b2b0f_00015,0.3791290909292644,0.3888495918835802,0.6251013432021791,0.6213135034773987,0.6288891829269596,0.6413369538297106,0.6250879286985593,0.6215124394691148,0.6293376978789045
38,gru11_mi_2020-12-11,output,io_evidence_0,0.2959942785993463,0.28736447871829274,0.30462407848039985,0.3282274980202242,0.29414386517083,b2b0f_00000,0.2840361312975322,0.3087687322914909,0.5439240553998359,0.535975861000021,0.5518722497996508,0.5730559779283234,0.5424733517769222,0.5330491407449987,0.5557997867519049
39,gru11_mi_2020-12-11,output,io_evidence_1,0.3581744685516474,0.35066068003420303,0.3656882570690918,0.3845405480537883,0.35448092999314806,b2b0f_00009,0.3510952485942533,0.365909259031008,0.6002162330878635,0.5939987872653426,0.6064336789103845,0.621948876552891,0.5973877752770618,0.5945364003501432,0.606518127832325
40,gru11_mi_2020-12-11,output,io_lr_tplus1_0,0.006503997766143318,0.003709553603469065,0.00929844192881757,0.0198314497549038,0.00675286719574455,b2b0f_00001,0.0018111451105665,0.0094169535222361,0.08927083156283651,0.07391605641728391,0.10462560670838911,0.1491287797418433,0.09599272318269769,0.0656782808149477,0.1088837536689711
41,gru11_mi_2020-12-11,output,io_lr_tplus1_1,0.0038429581525387967,0.0019715956725766,0.005714320632500994,0.0137747962652672,0.00319073605535605,b2b0f_00015,0.0005556908511852,0.0046573339637632,0.0692047163236207,0.05540478567561491,0.08300464697162649,0.1252643166678343,0.07021567122660846,0.0498794416010049,0.0805069308462173
42,gru11_mi_2020-12-11,output,io_confidence_xt,-0.005259058476793055,-0.00607253178617134,-0.004445585167414771,0.0004981689245641,-0.0058275913113582,b2b0f_00011,-0.0062583934863591,-0.0049486975128409,0.03796855882017349,0.02677162516132276,0.04916549247902422,0.0877975521585172,0.03717605461799085,0.0322059555243171,0.0473036553538701
43,gru11_mi_2020-12-11,output,io_confidence_1minusxt,-0.005969083129491371,-0.006489687670638644,-0.005448478588344098,-0.0031950215413421,-0.00599650633885955,b2b0f_00008,-0.0068031972596513,-0.0054146232539995,0.028785407907793013,0.013111671470386076,0.04445914434519995,0.0687522862503536,0.043001546890041945,0.0313477501568911,0.0485159930744202
44,gru11_mi_2020-12-11,output,io_evidence_xt,0.9350806481114031,0.9327817284422687,0.9373795677805375,0.9429951256987528,0.9360971533046591,b2b0f_00010,0.9312031392531164,0.9386642290444112,0.9669982506067918,0.9658088128627753,0.9681876883508083,0.9710806776126206,0.9675313545539236,0.9649904537830868,0.968849992200698
45,gru11_mi_2020-12-11,output,io_evidence_1minusxt,0.0013788180844354267,0.0005741930503344021,0.0021834431185364512,0.0042192415183471,0.0015548544549806001,b2b0f_00010,5.218227990133606e-05,0.00274752707849,0.040158697914316185,0.01895237073173876,0.06136502509689361,0.0799725800852351,0.060246772533842696,0.0439301005229821,0.0701722209485392
46,gru11_mi_2020-12-11,output,io_lr_tplus1_xt,-0.007017545144845734,-0.007548090108931743,-0.0064870001807597255,-0.0034656714122136,-0.00752059142444165,b2b0f_00005,-0.0076417365291627,-0.006794449708019,0.015589808874284596,0.0014621537083097692,0.029717464040259423,0.0677217211184932,0.0260347043364615,-0.0172379538428739,0.0384510922287358
47,gru11_mi_2020-12-11,output,io_lr_tplus1_1minusxt,-0.0008426220073366143,-0.0010063239662965332,-0.0006789200483766954,-6.573952381438986e-05,-0.0009015266947228,b2b0f_00019,-0.0010375776894882,-0.0007057826763463,0.022888849291032607,0.010726309405523184,0.03505138917654203,0.0452567950266539,0.03315221574281285,0.0316835612557383,0.0353864619441729
